Номер;;Статус;чтото;;Начисления;"Исходящие местные и переадре-
сация";;Исходящие МГ/МН;;SMS и MMS;GPRS и WAP;;Контент и голосовые услуги;Услуги в роуминге;;Квота;"Свобод-
ных сред-
ств по квоте";Фильтр;;еще;
79029640563;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029640626;;Активен;M2M единый 10_2022;;25,57;0;;0;;0;10,72;;0;0;;150;139,28;Без ограничений;;0;
79029640674;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029640710;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029640726;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029640782;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029640870;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029640918;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029640924;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029640926;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029640932;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029640965;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029640977;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 17;;
;;;;;;;;;;;;;;;;;;;;;
79029640996;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641058;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641060;;Активен;M2M единый 10_2022;;26,31;0;;0;;0;9,81;;0;0;;150;140,19;Без ограничений;;0;
79029641088;;Активен;M2M единый 10_2022;;26,16;0;;0;;0;9,66;;0;0;;150;140,34;Без ограничений;;0;
79029641098;;Активен;M2M единый 10_2022;;20,92;0;;0;;0;6,07;;0;0;;150;143,93;Без ограничений;;0;
79029641136;;Активен;M2M единый 10_2022;;21,01;0;;0;;0;4,51;;0;0;;150;145,49;Без ограничений;;0;
79029641153;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641154;;Активен;M2M единый 10_2022;;24,18;0;;0;;0;7,68;;0;0;;150;142,32;Без ограничений;;0;
79029641169;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641178;;Активен;M2M единый 10_2022;;39,19;0;;0;;0;22,69;;0;0;;150;127,31;Без ограничений;;0;
79029641205;;Активен;M2M единый 10_2022;;20,07;0;;0;;0;3,57;;0;0;;150;146,43;Без ограничений;;0;
79029641231;;Активен;M2M единый 10_2022;;41,45;0;;0;;0;24,95;;0;0;;150;125,05;Без ограничений;;0;
79029641241;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641343;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641393;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641417;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641439;;Активен;M2M единый 10_2022;;16,66;0;;0;;0;1,81;;0;0;;150;148,19;Без ограничений;;0;
79029641446;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641458;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641465;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641508;;Активен;M2M единый 10_2022;;16,86;0;;0;;0;0,36;;0;0;;150;149,64;Без ограничений;;0;
79029641523;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641536;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641566;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 18;;
;;;;;;;;;;;;;;;;;;;;;
79029641587;;Активен;M2M единый 10_2022;;24,45;0;;0;;0;9,6;;0;0;;150;140,4;Без ограничений;;0;
79029641642;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;1,65;;0;0;;150;148,35;Без ограничений;;0;
79029641687;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641698;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641712;;Активен;M2M единый 10_2022;;24,3;0;;0;;0;9,45;;0;0;;150;140,55;Без ограничений;;0;
79029641721;;Активен;M2M единый 10_2022;;17,06;0;;0;;0;2,21;;0;0;;150;147,79;Без ограничений;;0;
79029641780;;Активен;M2M единый 10_2022;;25,41;0;;0;;0;8,91;;0;0;;150;141,09;Без ограничений;;0;
79029641806;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641815;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641907;;Активен;M2M единый 10_2022;;59,48;0;;0;;0;44,63;;0;0;;150;105,37;Без ограничений;;0;
79029641912;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029641966;;Активен;M2M единый 10_2022;;91,24;0;;0;;0;74,74;;0;0;;150;75,26;Без ограничений;;0;
79029641977;;Активен;M2M единый 10_2022;;38,26;0;;0;;0;21,76;;0;0;;150;128,24;Без ограничений;;0;
79029641982;;Активен;M2M единый 10_2022;;27,4;0;;0;;0;12,55;;0;0;;150;137,45;Без ограничений;;0;
79029641998;;Активен;M2M единый 10_2022;;20,88;0;;0;;0;6,03;;0;0;;150;143,97;Без ограничений;;0;
79029642010;;Активен;M2M единый 10_2022;;26,67;0;;0;;0;10,17;;0;0;;150;139,83;Без ограничений;;0;
79029642036;;Активен;M2M единый 10_2022;;31,51;0;;0;;0;15,01;;0;0;;150;134,99;Без ограничений;;0;
79029642039;;Активен;M2M единый 10_2022;;43,08;0;;0;;0;26,58;;0;0;;150;123,42;Без ограничений;;0;
79029642077;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642089;;Активен;M2M единый 10_2022;;60,99;0;;0;;0;44,49;;0;0;;150;105,51;Без ограничений;;0;
79029642137;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642175;;Активен;M2M единый 10_2022;;23,14;0;;0;;0;8,29;;0;0;;150;141,71;Без ограничений;;0;
79029642201;;Активен;M2M единый 10_2022;;37,88;0;;0;;0;21,38;;0;0;;150;128,62;Без ограничений;;0;
79029642269;;Активен;M2M единый 10_2022;;41,69;0;;0;;0;25,19;;0;0;;150;124,81;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 19;;
;;;;;;;;;;;;;;;;;;;;;
79029642347;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642364;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642393;;Активен;M2M единый 10_2022;;34,03;0;;0;;0;19,18;;0;0;;150;130,82;Без ограничений;;0;
79029642421;;Активен;M2M единый 10_2022;;38,74;0;;0;;0;23,89;;0;0;;150;126,11;Без ограничений;;0;
79029642423;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642427;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642434;;Активен;M2M единый 10_2022;;20,63;0;;0;;0;4,13;;0;0;;150;145,87;Без ограничений;;0;
79029642436;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642466;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642469;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642492;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642506;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642550;;Активен;M2M единый 10_2022;;1547,15;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642567;;Активен;M2M единый 10_2022;;22,38;0;;0;;0;5,88;;0;0;;150;144,12;Без ограничений;;0;
79029642571;;Активен;M2M единый 10_2022;;31,03;0;;0;;0;14,53;;0;0;;150;135,47;Без ограничений;;0;
79029642598;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642607;;Активен;M2M единый 10_2022;;79,89;0;;0;;0;63,39;;0;0;;150;86,61;Без ограничений;;0;
79029642676;;Активен;M2M единый 10_2022;;26,83;0;;0;;0;10,33;;0;0;;150;139,67;Без ограничений;;0;
79029642699;;Активен;M2M единый 10_2022;;72,73;0;;0;;0;56,23;;0;0;;150;93,77;Без ограничений;;0;
79029642737;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642764;;Активен;M2M единый 10_2022;;85;0;;0;;0;68,5;;0;0;;150;81,5;Без ограничений;;0;
79029642765;;Активен;M2M единый 10_2022;;27,82;0;;0;;0;11,32;;0;0;;150;138,68;Без ограничений;;0;
79029642786;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642794;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 20;;
;;;;;;;;;;;;;;;;;;;;;
79029642807;;Активен;M2M единый 10_2022;;24,92;0;;0;;0;10,07;;0;0;;150;139,93;Без ограничений;;0;
79029642811;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642839;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642840;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642846;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642892;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642895;;Активен;M2M единый 10_2022;;25,7;0;;0;;0;10,85;;0;0;;150;139,15;Без ограничений;;0;
79029642951;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029642957;;Активен;M2M единый 10_2022;;22,88;0;;0;;0;6,38;;0;0;;150;143,62;Без ограничений;;0;
79029642967;;Активен;M2M единый 10_2022;;166,54;0;;0;;0;150,04;;0;0;;150;0;Без ограничений;;0;
79029643047;;Активен;M2M единый 10_2022;;165,41;0;;0;;0;149,97;;0;0;;150;0,03;Без ограничений;;0;
79029643068;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643083;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643091;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643102;;Активен;M2M единый 10_2022;;20,05;0;;0;;0;3,55;;0;0;;150;146,45;Без ограничений;;0;
79029643108;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643125;;Активен;M2M единый 10_2022;;55,12;0;;0;;0;38,62;;0;0;;150;111,38;Без ограничений;;0;
79029643128;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643139;;Активен;M2M единый 10_2022;;74,48;0;;0;;0;57,98;;0;0;;150;92,02;Без ограничений;;0;
79029643140;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643174;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643180;;Активен;M2M единый 10_2022;;88,62;0;;0;;0;72,12;;0;0;;150;77,88;Без ограничений;;0;
79029643214;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643241;;Активен;M2M единый 10_2022;;15,63;0;;0;;0;0,78;;0;0;;150;149,22;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 21;;
;;;;;;;;;;;;;;;;;;;;;
79029643258;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643262;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643440;;Активен;M2M единый 10_2022;;84,21;0;;0;;0;67,71;;0;0;;150;82,29;Без ограничений;;0;
79029643484;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643498;;Активен;M2M единый 10_2022;;1400;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643533;;Активен;M2M единый 10_2022;;64,84;0;;0;;0;48,34;;0;0;;150;101,66;Без ограничений;;0;
79029643582;;Активен;M2M единый 10_2022;;37,63;0;;0;;0;21,13;;0;0;;150;128,87;Без ограничений;;0;
79029643597;;Активен;M2M единый 10_2022;;1400;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643628;;Активен;M2M единый 10_2022;;41,56;0;;0;;0;25,06;;0;0;;150;124,94;Без ограничений;;0;
79029643699;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643802;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029643832;;Активен;M2M единый 10_2022;;32,07;0;;0;;0;15,57;;0;0;;150;134,43;Без ограничений;;0;
79029643847;;Активен;M2M единый 10_2022;;29,37;0;;0;;0;12,87;;0;0;;150;137,13;Без ограничений;;0;
79029643856;;Активен;M2M единый 10_2022;;45,02;0;;0;;0;28,52;;0;0;;150;121,48;Без ограничений;;0;
79029643884;;Активен;M2M единый 10_2022;;53,24;0;;0;;0;36,74;;0;0;;150;113,26;Без ограничений;;0;
79029643928;;Активен;M2M единый 10_2022;;82,31;0;;0;;0;65,81;;0;0;;150;84,19;Без ограничений;;0;
79029648912;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029649247;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029650305;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029650367;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029651017;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029651307;;Активен;M2M единый 10_2022;;15,06;0;;0;;0;0,21;;0;0;;150;149,79;Без ограничений;;0;
79029651360;;Активен;M2M единый 10_2022;;20,58;0;;0;;0;5,73;;0;0;;150;144,27;Без ограничений;;0;
79029651516;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 22;;
;;;;;;;;;;;;;;;;;;;;;
79029651548;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029651728;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029652973;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029653028;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029653039;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029653049;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029653562;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029654174;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029654332;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029654980;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029655994;;Активен;M2M единый 10_2022;;31,05;0;;0;;0;16,2;;0;0;;150;133,8;Без ограничений;;0;
79029656839;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029657510;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029658566;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029658680;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029659641;;Активен;M2M единый 10_2022;;28,88;0;;0;;0;14,03;;0;0;;150;135,97;Без ограничений;;0;
79029659764;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029660961;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029661077;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029661171;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029661231;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029661468;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029661631;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029661720;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 23;;
;;;;;;;;;;;;;;;;;;;;;
79029662198;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029663315;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029665271;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029665440;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029665895;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029667662;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029667908;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029668163;;Активен;M2M единый 10_2022;;20,33;0;;0;;0;5,48;;0;0;;150;144,52;Без ограничений;;0;
79029668349;;Активен;M2M единый 10_2022;;30,25;0;;0;;0;15,4;;0;0;;150;134,6;Без ограничений;;0;
79029668870;;Активен;M2M единый 10_2022;;47,5;0;;0;;0;32,65;;0;0;;150;117,35;Без ограничений;;0;
79029670932;;Активен;M2M единый 10_2022;;25,36;0;;0;;0;10,51;;0;0;;150;139,49;Без ограничений;;0;
79029670986;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029671503;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029671635;;Активен;M2M единый 10_2022;;16,52;0;;0;;0;1,67;;0;0;;150;148,33;Без ограничений;;0;
79029673661;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029675189;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029683712;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029683753;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029684132;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029684250;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029684379;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029684461;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029684568;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029684767;;Активен;M2M единый 10_2022;;17,45;0;;0;;0;2,6;;0;0;;150;147,4;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 24;;
;;;;;;;;;;;;;;;;;;;;;
79029694533;;Активен;M2M единый 10_2022;;23,49;0;;0;;0;8,64;;0;0;;150;141,36;Без ограничений;;0;
79029695293;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029695854;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029696274;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029696383;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029698189;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029705278;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029720329;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721132;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721150;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721161;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721165;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721168;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721171;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721176;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721193;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721201;;Активен;M2M единый 10_2022;;24,35;0;;0;;0;9,5;;0;0;;150;140,5;Без ограничений;;0;
79029721204;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721208;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721230;;Активен;M2M единый 10_2022;;16,31;0;;0;;0;1,46;;0;0;;150;148,54;Без ограничений;;0;
79029721233;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029721684;;Активен;M2M единый 10_2022;;39,75;0;;0;;0;24,9;;0;0;;150;125,1;Без ограничений;;0;
79029734331;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029734361;;Активен;M2M единый 10_2022;;33,31;0;;0;;0;16,81;;0;0;;150;133,19;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 25;;
;;;;;;;;;;;;;;;;;;;;;
79029742046;;Активен;M2M единый 10_2022;;20,22;0;;0;;0;5,37;;0;0;;150;144,63;Без ограничений;;0;
79029749689;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029749926;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029762744;;Активен;M2M единый 10_2022;;48,48;0;;0;;0;31,98;;0;0;;150;118,02;Без ограничений;;0;
79029764527;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029765804;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029774917;;Активен;M2M единый 10_2022;;14,95;0;;0;;0;0,1;;0;0;;150;149,9;Без ограничений;;0;
79029775267;;Активен;M2M единый 10_2022;;17,1;0;;0;;0;2,25;;0;0;;150;147,75;Без ограничений;;0;
79029785736;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029785921;;Подготовлен;M2M единый;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029799067;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029812439;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029812884;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029814364;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029911041;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029912257;;Активен;M2M единый 10_2022;;23,34;0;;0;;0;8,49;;0;0;;150;141,51;Без ограничений;;0;
79029915087;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029921038;;Активен;M2M единый 10_2022;;19,14;0;;0;;0;4,29;;0;0;;150;145,71;Без ограничений;;0;
79029926261;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029927637;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79029927640;;Активен;M2M единый 10_2022;;40,49;0;;0;;0;25,64;;0;0;;150;124,36;Без ограничений;;0;
